ReservationId,GuestId,Hotel,Reservation Status,Source,Source,BookingDateTime,ArrivalDate,DepartureDate,ActualArrivalDateTime,ActualDepartureDateTime,NumberOfPersons
797,5140908,Hotel1,Checked Out,GDS,Corporate Booking System,05/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
798,5152479,Hotel1,Checked Out,GDS,Corporate Booking System,05/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
799,4873167,Hotel1,Checked Out,OTA,Online Travel Agency,05/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
800,5130249,Hotel1,Checked Out,OTA,Online Travel Agency,05/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
801,5150889,Hotel1,Checked Out,GDS,Corporate Booking System,05/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
802,4868790,Hotel1,Checked Out,WEB,Website,05/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
803,4873729,Hotel1,Cancelled,GDS,Corporate Booking System,05/09/2018,03/10/2018,04/10/2018,NULL,NULL,1
804,5131827,Hotel1,Checked Out,GDS,Corporate Booking System,05/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
805,4873740,Hotel1,Checked Out,OTA,Online Travel Agency,05/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
806,5141452,Hotel1,Checked Out,GDS,Corporate Booking System,05/09/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,1
807,5146671,Hotel1,Checked Out,GDS,Corporate Booking System,05/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
808,4874179,Hotel1,Checked Out,OTA,Online Travel Agency,05/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
809,5145447,Hotel1,Checked Out,GDS,Corporate Booking System,05/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
810,4874473,Hotel1,Checked Out,GDS,Corporate Booking System,05/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
811,2970588,Hotel1,Cancelled,OTA,Online Travel Agency,05/09/2018,05/10/2018,06/10/2018,NULL,NULL,1
812,643041,Hotel1,Checked Out,WEB,Website,05/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
813,5149261,Hotel1,Checked Out,OTA,Online Travel Agency,05/09/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
814,4875789,Hotel1,Checked Out,OTA,Online Travel Agency,06/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
815,4875955,Hotel2,Cancelled,OTA,Online Travel Agency,06/09/2018,07/10/2018,14/10/2018,NULL,NULL,1
816,4876114,Hotel2,Checked Out,OTA,Online Travel Agency,06/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
817,5135667,Hotel1,Checked Out,OTA,Online Travel Agency,06/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
818,5155626,Hotel1,Checked Out,GDS,Corporate Booking System,06/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
819,542737,Hotel1,Checked Out,WEB,Website,06/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
820,4877110,Hotel1,Checked Out,WEB,Website,06/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
821,4877158,Hotel1,Checked Out,GDS,Corporate Booking System,06/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
822,4877365,Hotel2,Cancelled,OTA,Online Travel Agency,06/09/2018,02/10/2018,06/10/2018,NULL,NULL,2
823,4877367,Hotel2,Cancelled,OTA,Online Travel Agency,06/09/2018,02/10/2018,06/10/2018,NULL,NULL,2
824,5150766,Hotel1,Checked Out,GDS,Corporate Booking System,06/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
825,4878139,Hotel1,Checked Out,OTA,Online Travel Agency,06/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
826,4878163,Hotel1,Checked Out,WEB,Website,06/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
827,715857,Hotel1,Checked Out,WEB,Website,06/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
828,5145594,Hotel1,Checked Out,GDS,Corporate Booking System,06/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
829,5144710,Hotel1,Checked Out,GDS,Corporate Booking System,06/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
830,5148867,Hotel1,Checked Out,OTA,Online Travel Agency,06/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
831,4880337,Hotel1,Cancelled,OTA,Online Travel Agency,06/09/2018,06/10/2018,07/10/2018,NULL,NULL,1
832,4880614,Hotel1,Cancelled,GDS,Corporate Booking System,06/09/2018,04/10/2018,05/10/2018,NULL,NULL,1
833,4880676,Hotel2,Cancelled,OTA,Online Travel Agency,06/09/2018,07/10/2018,08/10/2018,NULL,NULL,2
834,4526242,Hotel1,Checked Out,OTA,Online Travel Agency,06/09/2018,04/10/2018,06/10/2018,04/10/2018,06/10/2018,1
835,5149213,Hotel1,Checked Out,OTA,Online Travel Agency,06/09/2018,07/10/2018,11/10/2018,07/10/2018,11/10/2018,2
836,5137000,Hotel1,Checked Out,GDS,Corporate Booking System,06/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
837,4881231,Hotel1,Checked Out,OTA,Online Travel Agency,07/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
838,5146855,Hotel1,Checked Out,OTA,Online Travel Agency,07/09/2018,04/10/2018,06/10/2018,04/10/2018,06/10/2018,2
839,5146824,Hotel1,Checked Out,OTA,Online Travel Agency,07/09/2018,04/10/2018,06/10/2018,04/10/2018,06/10/2018,2
840,5151846,Hotel1,Checked Out,GDS,Corporate Booking System,07/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
841,4881937,Hotel1,Checked Out,WEB,Website,07/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
842,4783288,Hotel2,Checked Out,WEB,Website,07/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
843,4783288,Hotel2,Checked Out,WEB,Website,07/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
844,4783288,Hotel2,Checked Out,WEB,Website,07/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
845,5193508,Hotel1,Checked Out,GDS,Corporate Booking System,07/09/2018,01/10/2018,03/10/2018,01/10/2018,03/10/2018,1
846,5130429,Hotel1,Checked Out,GDS,Corporate Booking System,07/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
847,4883877,Hotel1,Checked Out,OTA,Online Travel Agency,07/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
848,5185170,Hotel1,Checked Out,OTA,Online Travel Agency,07/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
849,5131662,Hotel1,Checked Out,WEB,Website,07/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
850,5157417,Hotel1,Checked Out,OTA,Online Travel Agency,07/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
851,5150742,Hotel1,Checked Out,GDS,Corporate Booking System,07/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
852,5153743,Hotel2,Checked Out,OTA,Online Travel Agency,07/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
853,4886206,Hotel1,Checked Out,GDS,Corporate Booking System,07/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
854,5152002,Hotel1,Checked Out,GDS,Corporate Booking System,07/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
855,4886727,Hotel1,Cancelled,OTA,Online Travel Agency,07/09/2018,06/10/2018,07/10/2018,NULL,NULL,2
856,4886859,Hotel1,Checked Out,OTA,Online Travel Agency,07/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
857,4887166,Hotel1,Checked Out,WEB,Website,07/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
858,5151478,Hotel2,Checked Out,OTA,Online Travel Agency,08/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
859,4808212,Hotel1,Checked Out,WEB,Website,08/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
860,219375,Hotel1,Checked Out,WEB,Website,08/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
861,5151484,Hotel2,Checked Out,OTA,Online Travel Agency,08/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
862,5150100,Hotel2,Checked Out,OTA,Online Travel Agency,08/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
863,5144770,Hotel1,Checked Out,WEB,Website,08/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
864,4891177,Hotel1,Checked Out,OTA,Online Travel Agency,08/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
865,5152708,Hotel1,Checked Out,OTA,Online Travel Agency,08/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
866,5144211,Hotel1,Checked Out,OTA,Online Travel Agency,08/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
867,5063163,Hotel1,Checked Out,OTA,Online Travel Agency,08/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
868,4891963,Hotel1,Cancelled,OTA,Online Travel Agency,08/09/2018,01/10/2018,08/10/2018,NULL,NULL,2
869,4892230,Hotel1,Checked Out,OTA,Online Travel Agency,08/09/2018,05/10/2018,08/10/2018,05/10/2018,08/10/2018,2
870,341943,Hotel1,Checked Out,WEB,Website,08/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
871,5136241,Hotel1,Checked Out,OTA,Online Travel Agency,08/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
872,4892748,Hotel1,Cancelled,OTA,Online Travel Agency,08/09/2018,06/10/2018,08/10/2018,NULL,NULL,2
873,4892751,Hotel1,Cancelled,OTA,Online Travel Agency,08/09/2018,06/10/2018,08/10/2018,NULL,NULL,1
874,4892856,Hotel1,Checked Out,WEB,Website,08/09/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
875,4893075,Hotel1,Checked Out,OTA,Online Travel Agency,08/09/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
876,5152620,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
877,4893145,Hotel1,Cancelled,OTA,Online Travel Agency,09/09/2018,05/10/2018,06/10/2018,NULL,NULL,2
878,4893153,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
879,4893247,Hotel2,Cancelled,OTA,Online Travel Agency,09/09/2018,01/10/2018,04/10/2018,NULL,NULL,1
880,4893249,Hotel2,Checked Out,OTA,Online Travel Agency,09/09/2018,03/10/2018,07/10/2018,03/10/2018,07/10/2018,2
881,5152428,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
882,5152086,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
883,4893742,Hotel1,Cancelled,OTA,Online Travel Agency,09/09/2018,07/10/2018,08/10/2018,NULL,NULL,1
884,4893744,Hotel1,Cancelled,OTA,Online Travel Agency,09/09/2018,07/10/2018,08/10/2018,NULL,NULL,1
885,5145492,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
886,5155987,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
887,4894333,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,05/10/2018,08/10/2018,05/10/2018,08/10/2018,2
888,4894572,Hotel2,Cancelled,OTA,Online Travel Agency,09/09/2018,06/10/2018,07/10/2018,NULL,NULL,2
889,5155233,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,06/10/2018,09/10/2018,06/10/2018,09/10/2018,2
890,4894632,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
891,4894851,Hotel1,Cancelled,OTA,Online Travel Agency,09/09/2018,04/10/2018,06/10/2018,NULL,NULL,2
892,237385,Hotel1,Checked Out,WEB,Website,09/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
893,4895046,Hotel1,Cancelled,OTA,Online Travel Agency,09/09/2018,05/10/2018,06/10/2018,NULL,NULL,2
894,4895083,Hotel1,Checked Out,WEB,Website,09/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
895,5144587,Hotel1,Checked Out,GDS,Corporate Booking System,09/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
896,4278565,Hotel2,Checked Out,OTA,Online Travel Agency,09/09/2018,05/10/2018,07/10/2018,07/10/2018,07/10/2018,2
897,4895455,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,06/10/2018,09/10/2018,06/10/2018,09/10/2018,2
898,4895532,Hotel1,Checked Out,OTA,Online Travel Agency,09/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
899,305431,Hotel1,Checked Out,WEB,Website,09/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
900,4895661,Hotel1,Checked Out,WEB,Website,09/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
901,4812165,Hotel1,Checked Out,WEB,Website,09/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
902,4895776,Hotel1,Checked Out,WEB,Website,09/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
903,4614096,Hotel1,Cancelled,OTA,Online Travel Agency,09/09/2018,06/10/2018,10/10/2018,NULL,NULL,2
904,4614096,Hotel1,Cancelled,OTA,Online Travel Agency,09/09/2018,06/10/2018,10/10/2018,NULL,NULL,2
905,34056,Hotel1,Checked Out,WEB,Website,10/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
906,5132269,Hotel2,Checked Out,OTA,Online Travel Agency,10/09/2018,03/10/2018,06/10/2018,03/10/2018,06/10/2018,2
907,4897143,Hotel1,Checked Out,OTA,Online Travel Agency,10/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
908,4897164,Hotel2,Cancelled,WEB,Website,10/09/2018,03/10/2018,04/10/2018,NULL,NULL,2
909,4897165,Hotel2,Cancelled,WEB,Website,10/09/2018,03/10/2018,04/10/2018,NULL,NULL,2
910,5131183,Hotel1,Checked Out,OTA,Online Travel Agency,10/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
911,5155756,Hotel1,Checked Out,OTA,Online Travel Agency,10/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
912,4897662,Hotel1,Checked Out,WEB,Website,10/09/2018,07/10/2018,09/10/2018,07/10/2018,09/10/2018,1
913,22734,Hotel1,Checked Out,WEB,Website,10/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
914,36679,Hotel1,Checked Out,DIR,Phone/walk-in,10/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
915,5140297,Hotel1,Checked Out,GDS,Corporate Booking System,10/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
916,5133850,Hotel1,Checked Out,OTA,Online Travel Agency,10/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
917,355000,Hotel2,Checked Out,WEB,Website,10/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
918,355000,Hotel2,Checked Out,WEB,Website,10/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
919,5150749,Hotel1,Checked Out,GDS,Corporate Booking System,10/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
920,2335984,Hotel1,Checked Out,WEB,Website,10/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
921,2335984,Hotel1,Checked Out,WEB,Website,10/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
922,2335984,Hotel1,Checked Out,WEB,Website,10/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
923,5135635,Hotel2,Checked Out,OTA,Online Travel Agency,10/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
924,4899361,Hotel1,Checked Out,GDS,Corporate Booking System,10/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
925,4899366,Hotel1,Checked Out,OTA,Online Travel Agency,10/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
926,4899754,Hotel1,Checked Out,OTA,Online Travel Agency,10/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
927,4899960,Hotel1,Cancelled,GDS,Corporate Booking System,10/09/2018,04/10/2018,05/10/2018,NULL,NULL,1
928,4900005,Hotel1,Checked Out,WEB,Website,10/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
929,4900320,Hotel1,Cancelled,OTA,Online Travel Agency,10/09/2018,06/10/2018,07/10/2018,NULL,NULL,2
930,5130861,Hotel1,Checked Out,OTA,Online Travel Agency,10/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
931,4900320,Hotel1,Checked Out,OTA,Online Travel Agency,10/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
932,4900366,Hotel1,Checked Out,WEB,Website,10/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
933,1811341,Hotel1,Checked Out,OTA,Online Travel Agency,10/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
934,5151403,Hotel1,Checked Out,GDS,Corporate Booking System,10/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
935,4901137,Hotel1,Cancelled,WEB,Website,10/09/2018,01/10/2018,02/10/2018,NULL,NULL,1
936,5153697,Hotel2,Checked Out,OTA,Online Travel Agency,10/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
937,5153725,Hotel2,Checked Out,OTA,Online Travel Agency,10/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
938,5130294,Hotel1,Checked Out,OTA,Online Travel Agency,10/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
939,4901494,Hotel1,No Show,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,NULL,NULL,2
940,5146740,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
941,5154261,Hotel2,Checked Out,OTA,Online Travel Agency,11/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
942,5156662,Hotel1,Checked Out,WEB,Website,11/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
943,3101799,Hotel2,Checked Out,WEB,Website,11/09/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,1
944,760065,Hotel2,Checked Out,WEB,Website,11/09/2018,07/10/2018,12/10/2018,07/10/2018,12/10/2018,1
945,5135358,Hotel2,Checked Out,GDS,Corporate Booking System,11/09/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,1
946,5130630,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
947,5145109,Hotel1,Checked Out,GDS,Corporate Booking System,11/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
948,5127568,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
949,5143044,Hotel2,Checked Out,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
950,5143110,Hotel2,Checked Out,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
951,5143108,Hotel2,Checked Out,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
952,5143104,Hotel2,Checked Out,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
953,4903344,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
954,4299993,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
955,450420,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
956,4903425,Hotel1,Checked Out,WEB,Website,11/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
957,4903617,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
958,4903762,Hotel2,Cancelled,WEB,Website,11/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
959,4903762,Hotel2,Cancelled,WEB,Website,11/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
960,4903804,Hotel2,Cancelled,WEB,Website,11/09/2018,02/10/2018,03/10/2018,NULL,NULL,2
961,5149242,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
962,169849,Hotel1,Checked Out,WEB,Website,11/09/2018,03/10/2018,07/10/2018,07/10/2018,07/10/2018,2
963,5152830,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
964,4904166,Hotel1,Cancelled,GDS,Corporate Booking System,11/09/2018,07/10/2018,08/10/2018,NULL,NULL,1
965,5137986,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
966,4904469,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
967,4904481,Hotel1,Checked Out,GDS,Corporate Booking System,11/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
968,5150943,Hotel1,Checked Out,GDS,Corporate Booking System,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
969,4904530,Hotel1,Checked Out,WEB,Website,11/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
970,4904742,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
971,4904761,Hotel1,Cancelled,GDS,Corporate Booking System,11/09/2018,05/10/2018,06/10/2018,NULL,NULL,1
972,5156932,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
973,4561084,Hotel1,No Show,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,NULL,NULL,2
974,5155513,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
975,5157888,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
976,3376749,Hotel1,Checked Out,WEB,Website,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
977,4905712,Hotel1,Cancelled,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,NULL,NULL,2
978,5152173,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
979,5155336,Hotel1,Checked Out,OTA,Online Travel Agency,11/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
980,5146591,Hotel1,Checked Out,GDS,Corporate Booking System,11/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
981,5167398,Hotel1,Checked Out,GDS,Corporate Booking System,11/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
982,725593,Hotel1,Checked Out,WEB,Website,11/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
983,1925938,Hotel1,Checked Out,WEB,Website,12/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
984,4906524,Hotel2,Cancelled,OTA,Online Travel Agency,12/09/2018,07/10/2018,12/10/2018,NULL,NULL,2
985,5151918,Hotel1,Checked Out,GDS,Corporate Booking System,12/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
986,3438577,Hotel1,Cancelled,WEB,Website,12/09/2018,01/10/2018,03/10/2018,NULL,NULL,1
987,4907071,Hotel1,Cancelled,OTA,Online Travel Agency,12/09/2018,04/10/2018,05/10/2018,NULL,NULL,1
988,4907079,Hotel1,Cancelled,OTA,Online Travel Agency,12/09/2018,04/10/2018,05/10/2018,NULL,NULL,1
989,4907083,Hotel1,Cancelled,OTA,Online Travel Agency,12/09/2018,04/10/2018,05/10/2018,NULL,NULL,1
990,5158632,Hotel1,Checked Out,OTA,Online Travel Agency,12/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
991,5151412,Hotel2,Checked Out,OTA,Online Travel Agency,12/09/2018,05/10/2018,08/10/2018,05/10/2018,08/10/2018,2
992,4528090,Hotel1,Checked Out,WEB,Website,12/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
993,4907688,Hotel1,Checked Out,OTA,Online Travel Agency,12/09/2018,02/10/2018,03/10/2018,03/10/2018,03/10/2018,2
994,4907740,Hotel1,Checked Out,WEB,Website,12/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
995,4908234,Hotel2,Cancelled,OTA,Online Travel Agency,12/09/2018,02/10/2018,03/10/2018,NULL,NULL,2
996,4909375,Hotel1,Checked Out,WEB,Website,12/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
997,4708440,Hotel1,Checked Out,OTA,Online Travel Agency,12/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
998,39549,Hotel1,Checked Out,WEB,Website,12/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
999,2982148,Hotel2,Checked Out,WEB,Website,12/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
1000,4909848,Hotel1,Checked Out,WEB,Website,12/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
1001,5158060,Hotel1,Checked Out,OTA,Online Travel Agency,12/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
1002,5129313,Hotel1,Checked Out,GDS,Corporate Booking System,12/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1003,5127483,Hotel1,Checked Out,OTA,Online Travel Agency,12/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
1004,5151777,Hotel1,Checked Out,GDS,Corporate Booking System,12/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
1005,5130669,Hotel1,Checked Out,OTA,Online Travel Agency,12/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
1006,4911190,Hotel1,Cancelled,OTA,Online Travel Agency,12/09/2018,03/10/2018,04/10/2018,NULL,NULL,2
1007,4911202,Hotel1,Cancelled,OTA,Online Travel Agency,12/09/2018,03/10/2018,04/10/2018,NULL,NULL,2
1008,4911210,Hotel2,Cancelled,WEB,Website,12/09/2018,03/10/2018,05/10/2018,NULL,NULL,1
1009,2653045,Hotel2,Checked Out,OTA,Online Travel Agency,12/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
