Reservation Id,Invoice Line Id,Revenue Group,Description,Quantity,Total,Vat (already included in Total),Posting Date
534,3,City Tax,City Tax,1,4.82,0,05/10/2018
534,4,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,06/10/2018
534,5,Room revenue,Room Rental Charge,1,104.72,5.92,06/10/2018
534,6,City Tax,City Tax,1,4.45,0,06/10/2018
534,7,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,07/10/2018
535,1,City Tax,City Tax,1,6.4,0,07/10/2018
536,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
536,2,City Tax,City Tax,1,8.22,0,01/10/2018
537,1,Room revenue,Room Rental Charge,1,126.72,7.17,01/10/2018
537,2,City Tax,City Tax,1,7.23,0,01/10/2018
538,1,Room revenue,Room Rental Charge,1,125.84,7.12,05/10/2018
538,2,City Tax,City Tax,1,7.18,0,05/10/2018
538,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
539,1,Room revenue,Room Rental Charge,1,125.84,7.12,06/10/2018
539,2,City Tax,City Tax,1,7.18,0,06/10/2018
540,1,Room revenue,Room Rental Charge,1,180,10.18,03/10/2018
540,2,City Tax,City Tax,1,10.27,0,03/10/2018
542,1,Room revenue,Room Rental Charge,1,154,8.71,05/10/2018
542,2,City Tax,City Tax,1,8.79,0,05/10/2018
543,1,Reservation Upgrades,Parking,3,58.5,10.15,05/10/2018
543,2,Room revenue,Room Rental Charge,1,116.1,6.57,05/10/2018
543,3,City Tax,City Tax,1,4.93,0,05/10/2018
543,4,Reservation Upgrades,Breakfast on the day,1,16.95,0.95,06/10/2018
543,5,Room revenue,Room Rental Charge,1,107.1,6.06,06/10/2018
543,6,City Tax,City Tax,1,4.55,0,06/10/2018
543,7,Food & Beverage,Warsteiner half pint,2,9,1.56,07/10/2018
543,8,Food & Beverage,The Founder Sauv gl,2,9.9,1.71,07/10/2018
543,9,Room revenue,Room Rental Charge,1,75.6,4.27,07/10/2018
543,10,City Tax,City Tax,1,3.21,0,07/10/2018
544,1,Room revenue,Room Rental Charge,1,116.1,6.57,05/10/2018
544,2,City Tax,City Tax,1,4.93,0,05/10/2018
544,3,Reservation Upgrades,Breakfast on the day,1,16.95,0.95,06/10/2018
544,4,Room revenue,Room Rental Charge,1,107.1,6.06,06/10/2018
544,5,City Tax,City Tax,1,4.55,0,06/10/2018
544,6,Room revenue,Room Rental Charge,1,75.6,4.27,07/10/2018
544,7,City Tax,City Tax,1,3.21,0,07/10/2018
546,1,Room revenue,Room Rental Charge,1,146.08,8.26,04/10/2018
546,2,City Tax,City Tax,1,8.34,0,04/10/2018
549,1,City Tax,City Tax,1,6.99,0,02/10/2018
549,2,Reservation Upgrades,Early Checkin,1,29,1.64,02/10/2018
552,1,Room revenue,Room Rental Charge,1,147,8.32,04/10/2018
552,2,City Tax,City Tax,1,8.39,0,04/10/2018
552,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,05/10/2018
553,1,Room revenue,Room Rental Charge,1,199,11.26,03/10/2018
553,2,City Tax,City Tax,1,11.36,0,03/10/2018
554,1,Room revenue,Room Rental Charge,1,180,10.18,03/10/2018
554,2,City Tax,City Tax,1,10.27,0,03/10/2018
554,3,Room revenue,Room Rental Charge,1,147,8.32,04/10/2018
554,4,City Tax,City Tax,1,8.39,0,04/10/2018
555,1,Room revenue,Room Rental Charge,1,154,8.71,04/10/2018
555,2,City Tax,City Tax,1,8.79,0,04/10/2018
558,1,Room revenue,Room Rental Charge,1,111.6,6.31,01/10/2018
558,2,City Tax,City Tax,1,4.74,0,01/10/2018
559,1,Room revenue,Room Rental Charge,1,143,8.09,05/10/2018
559,2,City Tax,City Tax,1,8.16,0,05/10/2018
561,1,Food & Beverage,Harissa tajine feta,1,15.5,0.87,07/10/2018
561,2,Food & Beverage,Orange Juice Gl,1,3,0.16,07/10/2018
561,3,Room revenue,Room Rental Charge,1,149,8.43,07/10/2018
561,4,City Tax,City Tax,1,8.5,0,07/10/2018
561,5,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,08/10/2018
562,1,Room revenue,Room Rental Charge,1,199,11.26,03/10/2018
562,2,City Tax,City Tax,1,11.36,0,03/10/2018
563,1,City Tax,City Tax,1,6.77,0,05/10/2018
563,2,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
564,1,City Tax,City Tax,1,9.65,0,03/10/2018
564,2,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,04/10/2018
564,3,City Tax,City Tax,1,8.2,0,04/10/2018
568,1,City Tax,City Tax,1,6.99,0,01/10/2018
569,1,Room revenue,Room Rental Charge,1,130,7.35,01/10/2018
569,2,City Tax,City Tax,1,7.42,0,01/10/2018
570,1,Room revenue,Room Rental Charge,1,148.72,8.41,04/10/2018
570,2,City Tax,City Tax,1,8.49,0,04/10/2018
571,1,Room revenue,Room Rental Charge,1,141.68,8.01,04/10/2018
571,2,City Tax,City Tax,1,8.09,0,04/10/2018
572,1,Room revenue,Room Rental Charge,1,107,6.05,02/10/2018
572,2,City Tax,City Tax,1,6.11,0,02/10/2018
573,1,Room revenue,Room Rental Charge,1,114,6.45,05/10/2018
573,2,City Tax,City Tax,1,6.51,0,05/10/2018
574,1,Room revenue,Room Rental Charge,1,106,6,05/10/2018
574,2,City Tax,City Tax,1,6.05,0,05/10/2018
575,1,City Tax,City Tax,1,6.31,0,01/10/2018
576,1,Room revenue,Room Rental Charge,1,141.68,8.01,04/10/2018
576,2,City Tax,City Tax,1,8.09,0,04/10/2018
577,1,Room revenue,Room Rental Charge,1,129,7.3,06/10/2018
577,2,City Tax,City Tax,1,7.36,0,06/10/2018
578,1,Food & Beverage,Nix & Kix Peach Vanilla,1,4,0.22,04/10/2018
578,2,Room revenue,Room Rental Charge,1,141.68,8.01,04/10/2018
578,3,City Tax,City Tax,1,8.09,0,04/10/2018
578,4,Food & Beverage,On the day Breakfast Menu,1,16.95,0.95,05/10/2018
579,1,Room revenue,Room Rental Charge,1,118.15,6.68,01/10/2018
579,2,City Tax,City Tax,1,5.02,0,01/10/2018
579,3,Reservation Upgrades,Beverage low,1,0,0,01/10/2018
579,4,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
580,1,Room revenue,Room Rental Charge,1,122.32,6.92,01/10/2018
580,2,City Tax,City Tax,1,5.19,0,01/10/2018
580,3,Room revenue,Room Rental Charge,1,122.32,6.92,02/10/2018
580,4,City Tax,City Tax,1,5.19,0,02/10/2018
580,5,Room revenue,Room Rental Charge,1,131.12,7.42,03/10/2018
580,6,City Tax,City Tax,1,5.57,0,03/10/2018
582,1,Room revenue,Room inc. breakfast,1,89.06,5.04,07/10/2018
582,2,City Tax,City Tax,1,3.19,0,07/10/2018
582,3,Reservation Upgrades,Breakfast prebooked,1,0,0,08/10/2018
582,4,Room revenue,Room inc. breakfast,1,128.65,7.28,08/10/2018
582,5,City Tax,City Tax,1,4.87,0,08/10/2018
582,6,Reservation Upgrades,Breakfast prebooked,1,0,0,09/10/2018
582,7,Room revenue,Room inc. breakfast,1,131.35,7.43,09/10/2018
582,8,City Tax,City Tax,1,4.98,0,09/10/2018
582,9,Reservation Upgrades,Breakfast prebooked,1,0,0,10/10/2018
582,10,Room revenue,Room inc. breakfast,1,128.65,7.28,10/10/2018
582,11,City Tax,City Tax,1,4.87,0,10/10/2018
582,12,Reservation Upgrades,Breakfast prebooked,1,0,0,11/10/2018
583,1,Room revenue,Room inc. breakfast,1,89.06,5.04,07/10/2018
583,2,City Tax,City Tax,1,3.19,0,07/10/2018
583,3,Reservation Upgrades,Breakfast prebooked,1,0,0,08/10/2018
583,4,Room revenue,Room inc. breakfast,1,128.65,7.28,08/10/2018
583,5,City Tax,City Tax,1,4.87,0,08/10/2018
583,6,Reservation Upgrades,Breakfast prebooked,1,0,0,09/10/2018
583,7,Food & Beverage,Harissa tajine,1,15.5,0.87,09/10/2018
583,8,Food & Beverage,Harissa tajine,-1,-15.5,-0.87,09/10/2018
583,9,Room revenue,Room inc. breakfast,1,131.35,7.43,09/10/2018
583,10,City Tax,City Tax,1,4.98,0,09/10/2018
583,11,Reservation Upgrades,Breakfast prebooked,1,0,0,10/10/2018
583,12,Room revenue,Room inc. breakfast,1,128.65,7.28,10/10/2018
583,13,City Tax,City Tax,1,4.87,0,10/10/2018
583,14,Reservation Upgrades,Breakfast prebooked,1,0,0,11/10/2018
584,1,Room revenue,Room inc. breakfast,1,89.06,5.04,07/10/2018
584,2,City Tax,City Tax,1,3.19,0,07/10/2018
584,3,Reservation Upgrades,Breakfast prebooked,1,0,0,08/10/2018
584,4,Room revenue,Room inc. breakfast,1,128.65,7.28,08/10/2018
584,5,City Tax,City Tax,1,4.87,0,08/10/2018
584,6,Reservation Upgrades,Breakfast prebooked,1,0,0,09/10/2018
584,7,Room revenue,Room inc. breakfast,1,131.35,7.43,09/10/2018
584,8,City Tax,City Tax,1,4.98,0,09/10/2018
584,9,Reservation Upgrades,Breakfast prebooked,1,0,0,10/10/2018
584,10,Room revenue,Room inc. breakfast,1,128.65,7.28,10/10/2018
584,11,City Tax,City Tax,1,4.87,0,10/10/2018
584,12,Reservation Upgrades,Breakfast prebooked,1,0,0,11/10/2018
585,1,Room revenue,Room Rental Charge,1,108,6.11,06/10/2018
585,2,City Tax,City Tax,1,6.16,0,06/10/2018
586,1,Room revenue,Room Rental Charge,1,130,7.35,02/10/2018
586,2,City Tax,City Tax,1,7.42,0,02/10/2018
586,3,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,03/10/2018
587,1,Room revenue,Room Rental Charge,1,175.12,9.91,03/10/2018
587,2,City Tax,City Tax,1,10,0,03/10/2018
587,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
588,1,Room revenue,Room Rental Charge,1,114.4,6.47,02/10/2018
588,2,City Tax,City Tax,1,6.53,0,02/10/2018
589,1,Room revenue,Room Rental Charge,1,148.72,8.41,04/10/2018
589,2,City Tax,City Tax,1,8.49,0,04/10/2018
590,1,Room revenue,Room Rental Charge,1,114,6.45,05/10/2018
590,2,City Tax,City Tax,1,6.51,0,05/10/2018
590,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
593,1,Room revenue,Room Rental Charge,1,118.8,6.72,07/10/2018
593,2,City Tax,City Tax,1,6.78,0,07/10/2018
594,1,Room revenue,Room Rental Charge,1,114,6.45,05/10/2018
594,2,City Tax,City Tax,1,6.51,0,05/10/2018
595,1,Room revenue,Room Rental Charge,1,114,6.45,05/10/2018
595,2,City Tax,City Tax,1,6.51,0,05/10/2018
595,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
597,1,City Tax,City Tax,1,3.03,0,07/10/2018
600,1,Food & Beverage,Warsteiner half pint,1,4.5,0.78,02/10/2018
600,2,Food & Beverage,Cappuccino double,1,3.75,0.21,02/10/2018
600,3,Food & Beverage,Pulled beef sandwich,1,6.5,0.36,02/10/2018
600,4,Food & Beverage,Mozzarella melt,1,5.95,0.33,02/10/2018
600,5,Food & Beverage,Espresso,1,2.5,0.14,02/10/2018
600,6,Food & Beverage,The Founder Sauv gl,1,4.95,0.85,02/10/2018
600,7,Food & Beverage,The Founder Sauv gl,1,4.95,0.85,02/10/2018
600,8,Food & Beverage,Orange Juice Gl,1,3,0.16,02/10/2018
600,9,Room revenue,Room inc. breakfast,1,157.9,8.93,02/10/2018
600,10,City Tax,City Tax,1,7.42,0,02/10/2018
600,11,Reservation Upgrades,Breakfast prebooked,2,0,0,03/10/2018
601,1,City Tax,City Tax,1,5.12,0,06/10/2018
602,1,City Tax,City Tax,1,5.16,0,05/10/2018
603,1,Room revenue,Room Rental Charge,1,95.04,5.37,06/10/2018
603,2,City Tax,City Tax,1,5.42,0,06/10/2018
603,3,Reservation Upgrades,Early Checkin,1,29,1.64,07/10/2018
605,1,Room revenue,Room Rental Charge,1,109,6.16,05/10/2018
605,2,City Tax,City Tax,1,6.22,0,05/10/2018
606,1,Room revenue,Room Rental Charge,1,114,6.45,05/10/2018
606,2,City Tax,City Tax,1,6.51,0,05/10/2018
606,3,Food & Beverage,Cappuccino double,2,7.5,0.42,06/10/2018
606,4,Food & Beverage,Croissant,2,3,0.16,06/10/2018
607,1,Room revenue,Room Rental Charge,1,119,6.73,06/10/2018
607,2,City Tax,City Tax,1,6.79,0,06/10/2018
607,3,Room revenue,Room Rental Charge,1,149,8.43,07/10/2018
607,4,City Tax,City Tax,1,8.5,0,07/10/2018
607,5,Room revenue,Room Rental Charge,1,174,9.84,08/10/2018
607,6,City Tax,City Tax,1,9.93,0,08/10/2018
608,1,Room revenue,Room inc. breakfast,1,127.95,7.24,05/10/2018
608,2,City Tax,City Tax,1,6.51,0,05/10/2018
608,3,Reservation Upgrades,Breakfast prebooked,1,0,0,06/10/2018
608,4,Room revenue,Room inc. breakfast,1,132.95,7.52,06/10/2018
608,5,City Tax,City Tax,1,6.79,0,06/10/2018
608,6,Reservation Upgrades,Breakfast prebooked,1,0,0,07/10/2018
609,1,Room revenue,Room inc. breakfast,1,133.15,7.53,06/10/2018
609,2,City Tax,City Tax,1,5.06,0,06/10/2018
609,3,Room revenue,Room inc. breakfast,1,101.66,5.75,07/10/2018
609,4,City Tax,City Tax,1,3.72,0,07/10/2018
609,5,Reservation Upgrades,Breakfast prebooked,1,0,0,07/10/2018
609,6,Reservation Upgrades,Breakfast prebooked,1,0,0,08/10/2018
609,7,Room revenue,Room inc. breakfast,1,142.15,8.04,08/10/2018
609,8,City Tax,City Tax,1,5.44,0,08/10/2018
609,9,Reservation Upgrades,Breakfast prebooked,1,0,0,09/10/2018
610,1,Room revenue,Room Rental Charge,1,112.5,6.36,04/10/2018
610,2,City Tax,City Tax,1,4.78,0,04/10/2018
611,1,Room revenue,Room Rental Charge,1,112.5,6.36,04/10/2018
611,2,City Tax,City Tax,1,4.78,0,04/10/2018
612,1,Room revenue,Room Rental Charge,1,112.5,6.36,04/10/2018
612,2,City Tax,City Tax,1,4.78,0,04/10/2018
613,1,Room revenue,Room Rental Charge,1,108,6.11,06/10/2018
613,2,City Tax,City Tax,1,6.16,0,06/10/2018
616,1,Room revenue,Room Rental Charge,1,114.4,6.47,02/10/2018
616,2,City Tax,City Tax,1,6.53,0,02/10/2018
620,1,Room revenue,Room Rental Charge,1,108,6.11,06/10/2018
620,2,City Tax,City Tax,1,6.16,0,06/10/2018
621,1,Room revenue,Room Rental Charge,1,154,8.71,01/10/2018
621,2,City Tax,City Tax,1,8.79,0,01/10/2018
622,1,Food & Beverage,Mozzarella melt,1,5.95,0.33,01/10/2018
622,2,Food & Beverage,Escapa Verdejo gl,1,4.5,0.78,01/10/2018
622,3,Food & Beverage,fever tree,1,3,0.16,01/10/2018
622,4,Food & Beverage,Ketel One 50ml,1,7.5,1.3,01/10/2018
622,5,Food & Beverage,Ketel One 35ml,1,5,0.86,01/10/2018
622,6,City Tax,City Tax,1,6.74,0,01/10/2018
623,1,City Tax,City Tax,1,5.02,0,05/10/2018
624,1,Room revenue,Room Rental Charge,1,179.1,10.13,03/10/2018
624,2,City Tax,City Tax,1,10.22,0,03/10/2018
625,1,City Tax,City Tax,1,5.26,0,06/10/2018
626,1,Room revenue,Room Rental Charge,1,139,7.86,01/10/2018
626,2,City Tax,City Tax,1,7.93,0,01/10/2018
627,1,Room revenue,Room Rental Charge,1,126.65,7.16,01/10/2018
627,2,City Tax,City Tax,1,5.38,0,01/10/2018
627,3,Reservation Upgrades,Beverage low,1,0,0,01/10/2018
627,4,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
627,5,Room revenue,Room Rental Charge,1,122.4,6.92,02/10/2018
627,6,City Tax,City Tax,1,5.2,0,02/10/2018
627,7,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
627,8,Room revenue,Room Rental Charge,1,126.65,7.16,03/10/2018
627,9,City Tax,City Tax,1,5.38,0,03/10/2018
627,10,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
628,1,City Tax,City Tax,1,5.45,0,05/10/2018
629,1,Food & Beverage,Warsteiner pint,1,6.5,1.12,07/10/2018
629,2,Room revenue,Room inc. breakfast,1,162.95,9.22,07/10/2018
629,3,City Tax,City Tax,1,8.5,0,07/10/2018
629,4,Reservation Upgrades,Breakfast prebooked,1,0,0,08/10/2018
630,1,Food & Beverage,Westmalle Dubbel,1,5.5,0.95,03/10/2018
630,2,Food & Beverage,Azul Douro Reserva gl,1,5.5,0.95,03/10/2018
630,3,Room revenue,Room inc. breakfast,1,212.95,12.05,03/10/2018
630,4,City Tax,City Tax,1,11.36,0,03/10/2018
630,5,Reservation Upgrades,Breakfast prebooked,1,0,0,04/10/2018
630,6,Food & Beverage,Coca Cola reg 0.2ml,1,2.25,0.12,04/10/2018
630,7,Room revenue,Room inc. breakfast,1,182.95,10.35,04/10/2018
630,8,City Tax,City Tax,1,9.65,0,04/10/2018
630,9,Reservation Upgrades,Breakfast prebooked,1,0,0,05/10/2018
631,1,City Tax,City Tax,1,6.99,0,02/10/2018
632,1,City Tax,City Tax,1,8.73,0,03/10/2018
632,2,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
632,3,City Tax,City Tax,1,7.62,0,04/10/2018
632,4,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,05/10/2018
632,5,City Tax,City Tax,1,5.45,0,05/10/2018
632,6,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
633,1,Room revenue,Room Rental Charge,1,113.52,6.42,05/10/2018
633,2,City Tax,City Tax,1,4.82,0,05/10/2018
635,1,Room revenue,Room Rental Charge,1,124,7.01,05/10/2018
635,2,City Tax,City Tax,1,7.08,0,05/10/2018
635,3,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,06/10/2018
636,1,Room revenue,Room inc. breakfast,1,152.95,8.65,01/10/2018
636,2,City Tax,City Tax,1,7.93,0,01/10/2018
636,3,Reservation Upgrades,Breakfast prebooked,1,0,0,02/10/2018
637,1,City Tax,City Tax,1,6.11,0,06/10/2018
637,2,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,07/10/2018
638,1,City Tax,City Tax,1,6.11,0,06/10/2018
638,2,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,07/10/2018
640,1,Room revenue,Room Rental Charge,1,114.4,6.47,02/10/2018
640,2,City Tax,City Tax,1,6.53,0,02/10/2018
641,1,Room revenue,Room Rental Charge,1,144,8.15,02/10/2018
641,2,City Tax,City Tax,1,8.22,0,02/10/2018
641,3,Food & Beverage,Prebooked Breakfast Menu,1,13.95,0.78,03/10/2018
642,1,Room revenue,Room Rental Charge,1,144,8.15,02/10/2018
642,2,City Tax,City Tax,1,8.22,0,02/10/2018
645,1,Room revenue,Room Rental Charge,1,101.2,5.72,05/10/2018
645,2,City Tax,City Tax,1,5.78,0,05/10/2018
646,1,Room revenue,Room Rental Charge,1,101.2,5.72,05/10/2018
646,2,City Tax,City Tax,1,5.78,0,05/10/2018
647,1,Room revenue,Room Rental Charge,1,107,6.05,01/10/2018
647,2,City Tax,City Tax,1,6.11,0,01/10/2018
649,1,Room revenue,Room Rental Charge,1,113.52,6.42,06/10/2018
649,2,City Tax,City Tax,1,6.48,0,06/10/2018
650,1,City Tax,City Tax,1,5.73,0,07/10/2018
651,1,Room revenue,Room Rental Charge,1,148.72,8.41,04/10/2018
651,2,City Tax,City Tax,1,8.49,0,04/10/2018
651,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,05/10/2018
654,1,City Tax,City Tax,1,5.68,0,06/10/2018
655,1,Room revenue,Room Rental Charge,1,129,7.3,06/10/2018
655,2,City Tax,City Tax,1,7.36,0,06/10/2018
656,1,Room revenue,Room Rental Charge,1,107,6.05,05/10/2018
656,2,City Tax,City Tax,1,6.11,0,05/10/2018
656,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
657,1,Room revenue,Room Rental Charge,1,114.4,6.47,02/10/2018
657,2,City Tax,City Tax,1,6.53,0,02/10/2018
657,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
658,1,Room revenue,Room Rental Charge,1,135.52,7.67,01/10/2018
658,2,City Tax,City Tax,1,7.73,0,01/10/2018
660,1,Room revenue,Room Rental Charge,1,114.4,6.47,07/10/2018
660,2,City Tax,City Tax,1,6.53,0,07/10/2018
662,1,City Tax,City Tax,1,8.2,0,04/10/2018
663,1,Room revenue,Room Rental Charge,1,154,8.71,02/10/2018
663,2,City Tax,City Tax,1,8.79,0,02/10/2018
664,1,Room revenue,Room Rental Charge,1,122.32,6.92,01/10/2018
664,2,City Tax,City Tax,1,6.98,0,01/10/2018
665,1,Room revenue,Room Rental Charge,1,122.32,6.92,02/10/2018
665,2,City Tax,City Tax,1,6.98,0,02/10/2018
666,1,Room revenue,Room Rental Charge,1,109.12,6.17,05/10/2018
666,2,City Tax,City Tax,1,6.23,0,05/10/2018
667,1,Food & Beverage,briefs/socks/BH,10,20,3.47,04/10/2018
667,2,Food & Beverage,Jeans,2,12.5,2.16,04/10/2018
667,3,Food & Beverage,Shirt Ironed,3,15.75,2.73,04/10/2018
667,4,Food & Beverage,Shirt,4,19,3.29,04/10/2018
667,5,City Tax,City Tax,1,4.86,0,04/10/2018
667,6,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,05/10/2018
667,7,City Tax,City Tax,1,4.44,0,05/10/2018
667,8,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
667,9,Food & Beverage,Talisker 10yo 50ml,1,9,1.56,06/10/2018
667,10,Food & Beverage,Talisker 10yo 50ml,1,9,1.56,06/10/2018
667,11,City Tax,City Tax,1,4.37,0,06/10/2018
667,12,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,07/10/2018
668,1,Room revenue,Room Rental Charge,1,129,7.3,06/10/2018
668,2,City Tax,City Tax,1,7.36,0,06/10/2018
670,1,Food & Beverage,Mozzarella pasta salad,1,9.5,0.53,05/10/2018
670,2,Food & Beverage,Courgetti Chicken,1,9.5,0.53,05/10/2018
670,3,Food & Beverage,Dumanet Viognier gl,1,6.5,1.12,05/10/2018
670,4,Food & Beverage,Grolsch pint,1,6,1.04,05/10/2018
670,5,City Tax,City Tax,1,5.45,0,05/10/2018
671,1,Room revenue,Room inc. breakfast,1,142.95,8.09,06/10/2018
671,2,City Tax,City Tax,1,7.36,0,06/10/2018
671,3,Reservation Upgrades,Breakfast prebooked,1,0,0,07/10/2018
672,1,Room revenue,Room Rental Charge,1,157,8.88,04/10/2018
672,2,City Tax,City Tax,1,8.96,0,04/10/2018
674,1,Room revenue,Room Rental Charge,1,122.32,6.92,01/10/2018
674,2,City Tax,City Tax,1,6.98,0,01/10/2018
674,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
675,1,Room revenue,Room Rental Charge,1,154,8.71,02/10/2018
675,2,City Tax,City Tax,1,8.79,0,02/10/2018
676,1,Room revenue,Room Rental Charge,1,0,0,03/10/2018
676,2,City Tax,City Tax,1,0,0,03/10/2018
676,3,Room revenue,Room Rental Charge,1,0,0,04/10/2018
676,4,City Tax,City Tax,1,0,0,04/10/2018
676,5,Room revenue,Room Rental Charge,1,0,0,05/10/2018
676,6,City Tax,City Tax,1,0,0,05/10/2018
677,1,City Tax,City Tax,1,8.2,0,04/10/2018
678,1,City Tax,City Tax,1,8.2,0,04/10/2018
679,1,Room revenue,Room Rental Charge,1,101.2,5.72,05/10/2018
679,2,City Tax,City Tax,1,5.78,0,05/10/2018
680,1,Room revenue,Room Rental Charge,1,175.12,9.91,03/10/2018
680,2,City Tax,City Tax,1,10,0,03/10/2018
682,1,Room revenue,Room Rental Charge,1,199,11.26,03/10/2018
682,2,City Tax,City Tax,1,11.36,0,03/10/2018
683,1,Food & Beverage,Grolsch half pint,1,4,0.69,03/10/2018
683,2,Room revenue,Room Rental Charge,1,199,11.26,03/10/2018
683,3,City Tax,City Tax,1,11.36,0,03/10/2018
684,1,Room revenue,Room Rental Charge,1,199,11.26,03/10/2018
684,2,City Tax,City Tax,1,11.36,0,03/10/2018
685,1,Room revenue,Room Rental Charge,1,199,11.26,03/10/2018
685,2,City Tax,City Tax,1,11.36,0,03/10/2018
686,1,Room revenue,Room Rental Charge,1,125.84,7.12,02/10/2018
686,2,City Tax,City Tax,1,7.18,0,02/10/2018
688,1,Room revenue,Room Rental Charge,1,124,7.01,05/10/2018
688,2,City Tax,City Tax,1,7.08,0,05/10/2018
689,1,Food & Beverage,Marie Stella Sparkling ,1,3.5,0.19,05/10/2018
689,2,Food & Beverage,Grolsch pint,1,6,1.04,05/10/2018
689,3,Food & Beverage,N. African couscous lamb,1,19,1.07,05/10/2018
689,4,Food & Beverage,Warsteiner pint,1,6.5,1.12,05/10/2018
689,5,Room revenue,Room Rental Charge,1,124,7.01,05/10/2018
689,6,City Tax,City Tax,1,7.08,0,05/10/2018
689,7,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
690,1,Room revenue,Room Rental Charge,1,139,7.86,01/10/2018
690,2,City Tax,City Tax,1,7.93,0,01/10/2018
691,1,Room revenue,Room Rental Charge,1,139,7.86,01/10/2018
691,2,City Tax,City Tax,1,7.93,0,01/10/2018
692,1,Room revenue,Room Rental Charge,1,157,8.88,04/10/2018
692,2,City Tax,City Tax,1,8.96,0,04/10/2018
692,3,Reservation Upgrades,Early Checkin,1,29,1.64,04/10/2018
696,1,Room revenue,Room Rental Charge,1,124,7.01,05/10/2018
696,2,City Tax,City Tax,1,7.08,0,05/10/2018
697,1,Room revenue,Room Rental Charge,1,135.52,7.67,01/10/2018
697,2,City Tax,City Tax,1,7.73,0,01/10/2018
698,1,Food & Beverage,San Pellegrino,1,3,0.16,01/10/2018
698,2,Room revenue,Room Rental Charge,1,135.52,7.67,01/10/2018
698,3,City Tax,City Tax,1,7.73,0,01/10/2018
700,1,Room revenue,Room Rental Charge,1,169.15,9.57,03/10/2018
700,2,City Tax,City Tax,1,9.65,0,03/10/2018
700,3,Food & Beverage,Beverage low,2,0,0,03/10/2018
701,1,Room revenue,Room Rental Charge,1,138.16,7.82,04/10/2018
701,2,City Tax,City Tax,1,7.89,0,04/10/2018
702,1,Room revenue,Room Rental Charge,1,115,6.5,05/10/2018
702,2,City Tax,City Tax,1,6.56,0,05/10/2018
703,1,Room revenue,Room Rental Charge,1,115,6.5,05/10/2018
703,2,City Tax,City Tax,1,6.56,0,05/10/2018
704,1,Room revenue,Room Rental Charge,1,107,6.05,05/10/2018
704,2,City Tax,City Tax,1,6.11,0,05/10/2018
704,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
705,1,Room revenue,Room Rental Charge,1,138.16,7.82,04/10/2018
705,2,City Tax,City Tax,1,7.89,0,04/10/2018
705,3,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,05/10/2018
706,1,Room revenue,Room Rental Charge,1,119,6.73,06/10/2018
706,2,City Tax,City Tax,1,6.79,0,06/10/2018
706,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,07/10/2018
707,1,Room revenue,Room Rental Charge,1,95.04,5.37,06/10/2018
707,2,City Tax,City Tax,1,5.42,0,06/10/2018
707,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,07/10/2018
708,1,Room revenue,Room Rental Charge,1,101.2,5.72,05/10/2018
708,2,City Tax,City Tax,1,5.78,0,05/10/2018
709,1,Room revenue,Room Rental Charge,1,158.4,8.96,03/10/2018
709,2,City Tax,City Tax,1,9.04,0,03/10/2018
710,1,Room revenue,Room Rental Charge,1,157,8.88,04/10/2018
710,2,City Tax,City Tax,1,8.96,0,04/10/2018
